timestamp,node_name,ip,network_type,state,latency,fails
2026-02-19 12:40:19.139,node_1_phone,192.168.1.39,wifi,UP,21.988,0
2026-02-19 12:40:24.668,node_1_phone,192.168.1.39,wifi,DEGRADED,107.522,0
2026-02-19 12:40:30.217,node_1_phone,192.168.1.39,wifi,UP,88.816,0
2026-02-19 12:40:35.803,node_1_phone,192.168.1.39,wifi,DEGRADED,173.866,0
2026-02-19 12:40:41.362,node_1_phone,192.168.1.39,wifi,DEGRADED,205.266,0
2026-02-19 12:40:46.820,node_1_phone,192.168.1.39,wifi,DEGRADED,150.697,0
2026-02-19 12:40:52.440,node_1_phone,192.168.1.39,wifi,DEGRADED,100.188,0
2026-02-19 12:40:57.880,node_1_phone,192.168.1.39,wifi,DEGRADED,123.476,0
2026-02-19 12:41:03.294,node_1_phone,192.168.1.39,wifi,UP,49.311,0
2026-02-19 12:41:08.820,node_1_phone,192.168.1.39,wifi,UP,28.3,0
2026-02-19 12:41:14.472,node_1_phone,192.168.1.39,wifi,DEGRADED,212.594,0
2026-02-19 12:41:19.915,node_1_phone,192.168.1.39,wifi,UP,94.358,0
2026-02-19 12:41:25.503,node_1_phone,192.168.1.39,wifi,DEGRADED,133.256,0
2026-02-19 12:41:30.851,node_1_phone,192.168.1.39,wifi,UP,14.348,0
2026-02-19 12:41:36.254,node_1_phone,192.168.1.39,wifi,UP,37.468,0
2026-02-19 12:41:41.859,node_1_phone,192.168.1.39,wifi,DEGRADED,142.531,0
2026-02-19 12:41:47.197,node_1_phone,192.168.1.39,wifi,UP,6.547,0
2026-02-19 12:41:52.740,node_1_phone,192.168.1.39,wifi,DEGRADED,110.509,0
2026-02-19 12:41:58.106,node_1_phone,192.168.1.39,wifi,UP,8.129,0
2026-02-19 12:42:03.489,node_1_phone,192.168.1.39,wifi,UP,34.588,0
2026-02-19 12:42:09.111,node_1_phone,192.168.1.39,wifi,DEGRADED,311.848,0
2026-02-19 12:42:14.550,node_1_phone,192.168.1.39,wifi,UP,93.621,0
2026-02-19 12:42:19.985,node_1_phone,192.168.1.39,wifi,UP,85.426,0
2026-02-19 12:42:25.426,node_1_phone,192.168.1.39,wifi,DEGRADED,100.824,0
2026-02-19 12:42:31.127,node_1_phone,192.168.1.39,wifi,DEGRADED,224.982,0
2026-02-19 12:42:36.576,node_1_phone,192.168.1.39,wifi,UP,88.423,0
2026-02-19 12:42:42.145,node_1_phone,192.168.1.39,wifi,DEGRADED,165.737,0
2026-02-19 12:42:47.416,node_1_phone,192.168.1.39,wifi,UP,24.671,0
2026-02-19 12:42:52.848,node_1_phone,192.168.1.39,wifi,DEGRADED,120.677,0
2026-02-19 12:42:58.398,node_1_phone,192.168.1.39,wifi,DEGRADED,130.994,0
2026-02-19 12:43:03.970,node_1_phone,192.168.1.39,wifi,DEGRADED,224.445,0
2026-02-19 12:43:25.666,node_1_phone,192.168.1.39,wifi,UP,82.933,0
2026-02-19 12:43:31.050,node_1_phone,192.168.1.39,wifi,UP,35.102,0
2026-02-19 12:43:36.368,node_1_phone,192.168.1.39,wifi,UP,8.493,0
2026-02-19 12:43:41.920,node_1_phone,192.168.1.39,wifi,DEGRADED,103.24,0
2026-02-19 12:43:47.354,node_1_phone,192.168.1.39,wifi,UP,89.808,0
2026-02-19 12:43:52.783,node_1_phone,192.168.1.39,wifi,UP,16.805,0
2026-02-19 12:43:58.175,node_1_phone,192.168.1.39,wifi,UP,31.223,0
2026-02-19 12:44:03.648,node_1_phone,192.168.1.39,wifi,UP,84.062,0
2026-02-19 12:44:09.042,node_1_phone,192.168.1.39,wifi,UP,6.708,0
2026-02-19 12:44:30.872,node_1_phone,192.168.1.39,wifi,UP,84.881,0
2026-02-19 12:44:36.353,node_1_phone,192.168.1.39,wifi,UP,5.725,0
2026-02-19 12:44:41.700,node_1_phone,192.168.1.39,wifi,UP,61.098,0
2026-02-19 12:44:47.151,node_1_phone,192.168.1.39,wifi,UP,98.97,0
2026-02-19 12:45:09.911,node_1_phone,192.168.1.39,wifi,DEGRADED,1078.303,0
2026-02-19 12:45:15.290,node_1_phone,192.168.1.39,wifi,UP,66.875,0
2026-03-13 17:32:33.757,node_1_phone,192.168.1.20,wifi,UP,11.907,0
2026-03-13 17:32:38.907,node_1_phone,192.168.1.20,wifi,UP,7.335,0
2026-03-13 17:32:44.082,node_1_phone,192.168.1.20,wifi,UP,7.526,0
2026-03-13 17:32:49.286,node_1_phone,192.168.1.20,wifi,DEGRADED,43.738,0
2026-03-13 17:32:54.553,node_1_phone,192.168.1.20,wifi,DEGRADED,123.506,0
2026-03-13 17:32:59.880,node_1_phone,192.168.1.20,wifi,DEGRADED,180.574,0
2026-03-13 17:33:05.103,node_1_phone,192.168.1.20,wifi,DEGRADED,75.509,0
2026-03-13 17:33:10.254,node_1_phone,192.168.1.20,wifi,UP,11.459,0
2026-03-13 17:33:15.398,node_1_phone,192.168.1.20,wifi,UP,6.353,0
2026-03-13 17:39:13.444,node_1_phone,192.168.1.20,wifi,DEGRADED,53.477,0
2026-03-13 17:39:18.658,node_1_phone,192.168.1.20,wifi,DEGRADED,71.726,0
2026-03-13 17:39:23.878,node_1_phone,192.168.1.20,wifi,DEGRADED,93.271,0
2026-03-13 17:39:29.104,node_1_phone,192.168.1.20,wifi,DEGRADED,93.094,0
2026-03-13 17:39:34.429,node_1_phone,192.168.1.20,wifi,DEGRADED,200.282,0
2026-03-13 17:39:39.651,node_1_phone,192.168.1.20,wifi,DEGRADED,38.438,0
2026-03-13 17:39:44.874,node_1_phone,192.168.1.20,wifi,DEGRADED,90.342,0
2026-03-13 17:39:50.101,node_1_phone,192.168.1.20,wifi,DEGRADED,75.765,0
2026-03-13 17:39:55.293,node_1_phone,192.168.1.20,wifi,DEGRADED,60.009,0
2026-03-13 17:40:00.438,node_1_phone,192.168.1.20,wifi,UP,6.948,0
2026-03-13 17:40:05.866,node_1_phone,192.168.1.20,wifi,DEGRADED,221.407,0
2026-03-13 17:40:11.088,node_1_phone,192.168.1.20,wifi,DEGRADED,85.331,0
2026-03-13 17:40:16.308,node_1_phone,192.168.1.20,wifi,DEGRADED,78.157,0
2026-03-13 17:40:21.512,node_1_phone,192.168.1.20,wifi,DEGRADED,69.753,0
2026-03-13 17:40:26.753,node_1_phone,192.168.1.20,wifi,DEGRADED,96.028,0
2026-03-13 17:40:32.083,node_1_phone,192.168.1.20,wifi,DEGRADED,175.474,0
2026-03-13 17:40:37.302,node_1_phone,192.168.1.20,wifi,DEGRADED,33.427,0
2026-03-13 17:40:42.485,node_1_phone,192.168.1.20,wifi,DEGRADED,40.741,0
2026-03-13 17:40:47.747,node_1_phone,192.168.1.20,wifi,DEGRADED,122.208,0
2026-03-13 17:40:53.074,node_1_phone,192.168.1.20,wifi,DEGRADED,153.374,0
2026-03-13 17:40:58.293,node_1_phone,192.168.1.20,wifi,DEGRADED,71.426,0
2026-03-13 17:41:03.516,node_1_phone,192.168.1.20,wifi,DEGRADED,74.698,0
2026-03-13 17:41:08.737,node_1_phone,192.168.1.20,wifi,DEGRADED,90.938,0
2026-03-13 17:41:13.961,node_1_phone,192.168.1.20,wifi,DEGRADED,82.612,0
2026-03-13 17:41:19.286,node_1_phone,192.168.1.20,wifi,DEGRADED,177.551,0
2026-03-13 17:41:24.508,node_1_phone,192.168.1.20,wifi,DEGRADED,69.11,0
2026-03-13 17:41:29.732,node_1_phone,192.168.1.20,wifi,DEGRADED,69.559,0
2026-03-13 17:41:34.910,node_1_phone,192.168.1.20,wifi,DEGRADED,31.595,0
2026-03-13 17:41:40.173,node_1_phone,192.168.1.20,wifi,DEGRADED,97.652,0
2026-03-13 17:41:45.392,node_1_phone,192.168.1.20,wifi,DEGRADED,74.379,0
2026-03-13 17:41:50.543,node_1_phone,192.168.1.20,wifi,UP,6.668,0
2026-03-13 17:41:55.947,node_1_phone,192.168.1.20,wifi,DEGRADED,161.203,0
2026-03-13 17:42:01.164,node_1_phone,192.168.1.20,wifi,DEGRADED,63.063,0
2026-03-13 17:42:06.368,node_1_phone,192.168.1.20,wifi,DEGRADED,69.86,0
2026-03-13 17:42:11.716,node_1_phone,192.168.1.20,wifi,DEGRADED,185.208,0
2026-03-13 17:42:16.937,node_1_phone,192.168.1.20,wifi,DEGRADED,82.554,0
2026-03-13 17:42:22.160,node_1_phone,192.168.1.20,wifi,DEGRADED,54.607,0
2026-03-13 17:42:27.380,node_1_phone,192.168.1.20,wifi,DEGRADED,86.45,0
2026-03-13 17:42:32.581,node_1_phone,192.168.1.20,wifi,DEGRADED,57.736,0
2026-03-13 17:42:37.825,node_1_phone,192.168.1.20,wifi,DEGRADED,107.353,0
2026-03-13 17:42:51.142,node_1_phone,192.168.1.20,wifi,DEGRADED,44.879,0
2026-03-13 17:42:56.362,node_1_phone,192.168.1.20,wifi,DEGRADED,101.469,0
2026-03-13 17:43:01.584,node_1_phone,192.168.1.20,wifi,DEGRADED,91.122,0
2026-03-13 17:43:06.809,node_1_phone,192.168.1.20,wifi,DEGRADED,83.635,0
2026-03-13 17:43:12.028,node_1_phone,192.168.1.20,wifi,DEGRADED,77.432,0
2026-03-13 17:43:17.249,node_1_phone,192.168.1.20,wifi,DEGRADED,98.504,0
2026-03-13 17:43:22.475,node_1_phone,192.168.1.20,wifi,DEGRADED,57.024,0
2026-03-13 17:43:27.695,node_1_phone,192.168.1.20,wifi,DEGRADED,32.138,0
2026-03-13 17:43:32.882,node_1_phone,192.168.1.20,wifi,DEGRADED,55.965,0
2026-03-13 17:43:38.140,node_1_phone,192.168.1.20,wifi,DEGRADED,129.289,0
2026-03-13 17:43:51.554,node_1_phone,192.168.1.20,wifi,DEGRADED,120.642,0
2026-03-13 17:43:56.879,node_1_phone,192.168.1.20,wifi,DEGRADED,62.522,0
2026-03-13 17:44:02.306,node_1_phone,192.168.1.20,wifi,DEGRADED,203.57,0
2026-03-13 17:44:07.532,node_1_phone,192.168.1.20,wifi,DEGRADED,66.596,0
2026-03-13 17:44:12.728,node_1_phone,192.168.1.20,wifi,DEGRADED,54.557,0
2026-03-13 17:44:18.079,node_1_phone,192.168.1.20,wifi,DEGRADED,145.247,0
2026-03-13 17:44:23.299,node_1_phone,192.168.1.20,wifi,DEGRADED,50.964,0
2026-03-13 17:44:28.522,node_1_phone,192.168.1.20,wifi,DEGRADED,69.827,0
2026-03-13 17:44:33.743,node_1_phone,192.168.1.20,wifi,DEGRADED,59.534,0
2026-03-13 17:44:38.966,node_1_phone,192.168.1.20,wifi,DEGRADED,79.747,0
2026-03-13 17:44:44.291,node_1_phone,192.168.1.20,wifi,DEGRADED,194.217,0
2026-03-13 17:44:49.514,node_1_phone,192.168.1.20,wifi,DEGRADED,50.808,0
2026-03-13 17:44:54.737,node_1_phone,192.168.1.20,wifi,DEGRADED,76.781,0
2026-03-13 17:44:59.915,node_1_phone,192.168.1.20,wifi,DEGRADED,36.97,0
2026-03-13 17:45:05.054,node_1_phone,192.168.1.20,wifi,UP,7.01,0
2026-03-13 17:45:10.264,node_1_phone,192.168.1.20,wifi,UP,6.431,0
2026-03-13 17:45:15.522,node_1_phone,192.168.1.20,wifi,DEGRADED,39.209,0
2026-03-13 17:45:20.780,node_1_phone,192.168.1.20,wifi,UP,6.599,0
2026-03-13 17:45:26.169,node_1_phone,192.168.1.20,wifi,DEGRADED,171.333,0
2026-03-13 17:45:31.398,node_1_phone,192.168.1.20,wifi,DEGRADED,66.638,0
2026-03-13 17:45:36.722,node_1_phone,192.168.1.20,wifi,DEGRADED,177.418,0
2026-03-13 17:45:41.944,node_1_phone,192.168.1.20,wifi,DEGRADED,83.325,0
2026-03-13 17:45:47.118,node_1_phone,192.168.1.20,wifi,UP,18.535,0
2026-03-13 17:45:52.387,node_1_phone,192.168.1.20,wifi,DEGRADED,129.28,0
2026-03-13 17:45:57.609,node_1_phone,192.168.1.20,wifi,DEGRADED,90.846,0
2026-03-13 17:46:02.829,node_1_phone,192.168.1.20,wifi,DEGRADED,69.987,0
2026-03-13 17:46:08.156,node_1_phone,192.168.1.20,wifi,DEGRADED,177.138,0
2026-03-13 17:46:13.378,node_1_phone,192.168.1.20,wifi,DEGRADED,76.255,0
2026-03-13 17:46:18.600,node_1_phone,192.168.1.20,wifi,DEGRADED,35.137,0
2026-03-13 17:46:23.823,node_1_phone,192.168.1.20,wifi,DEGRADED,57.117,0
2026-03-13 17:46:29.149,node_1_phone,192.168.1.20,wifi,DEGRADED,183.759,0
2026-03-13 17:46:34.395,node_1_phone,192.168.1.20,wifi,DEGRADED,113.929,0
2026-03-13 17:46:39.554,node_1_phone,192.168.1.20,wifi,UP,6.998,0
2026-03-13 17:46:44.813,node_1_phone,192.168.1.20,wifi,DEGRADED,48.296,0
2026-03-13 17:46:50.038,node_1_phone,192.168.1.20,wifi,DEGRADED,90.402,0
2026-03-13 17:46:55.261,node_1_phone,192.168.1.20,wifi,DEGRADED,46.831,0
2026-03-13 17:47:00.505,node_1_phone,192.168.1.20,wifi,DEGRADED,73.029,0
2026-03-13 17:47:05.805,node_1_phone,192.168.1.20,wifi,DEGRADED,154.007,0
2026-03-13 17:47:11.026,node_1_phone,192.168.1.20,wifi,DEGRADED,91.311,0
2026-03-13 17:47:16.249,node_1_phone,192.168.1.20,wifi,DEGRADED,101.924,0
2026-03-13 17:47:21.476,node_1_phone,192.168.1.20,wifi,DEGRADED,98.865,0
2026-03-13 17:47:26.902,node_1_phone,192.168.1.20,wifi,DEGRADED,292.192,0
2026-03-13 17:47:32.144,node_1_phone,192.168.1.20,wifi,DEGRADED,106.698,0
2026-03-13 17:47:37.351,node_1_phone,192.168.1.20,wifi,DEGRADED,46.69,0
2026-03-13 17:47:42.567,node_1_phone,192.168.1.20,wifi,DEGRADED,37.688,0
2026-03-13 17:47:47.790,node_1_phone,192.168.1.20,wifi,DEGRADED,74.241,0
2026-03-13 17:47:52.977,node_1_phone,192.168.1.20,wifi,UP,15.795,0
2026-03-13 17:48:08.680,node_1_phone,192.168.1.20,wifi,DEGRADED,203.29,0
2026-03-13 17:48:14.005,node_1_phone,192.168.1.20,wifi,DEGRADED,186.061,0
2026-03-13 17:48:19.227,node_1_phone,192.168.1.20,wifi,DEGRADED,67.856,0
2026-03-13 17:48:24.450,node_1_phone,192.168.1.20,wifi,DEGRADED,56.363,0
2026-03-13 17:48:29.672,node_1_phone,192.168.1.20,wifi,DEGRADED,36.386,0
2026-03-13 17:50:06.817,node_1_phone,192.168.1.20,wifi,DEGRADED,1942.566,0
2026-03-13 17:50:12.060,node_1_phone,192.168.1.20,wifi,DEGRADED,93.569,0
2026-03-13 17:50:17.213,node_1_phone,192.168.1.20,wifi,UP,7.385,0
2026-03-13 17:50:22.413,node_1_phone,192.168.1.20,wifi,DEGRADED,37.174,0
2026-03-13 17:50:27.634,node_1_phone,192.168.1.20,wifi,DEGRADED,74.629,0
2026-03-13 17:50:32.860,node_1_phone,192.168.1.20,wifi,DEGRADED,89.422,0
2026-03-13 17:50:38.078,node_1_phone,192.168.1.20,wifi,DEGRADED,75.288,0
2026-03-13 17:50:43.407,node_1_phone,192.168.1.20,wifi,DEGRADED,183.386,0
2026-03-13 17:50:48.625,node_1_phone,192.168.1.20,wifi,DEGRADED,57.531,0
2026-03-13 17:50:53.852,node_1_phone,192.168.1.20,wifi,DEGRADED,84.851,0
2026-03-13 17:50:59.072,node_1_phone,192.168.1.20,wifi,DEGRADED,71.663,0
2026-03-13 17:51:04.399,node_1_phone,192.168.1.20,wifi,DEGRADED,189.061,0
2026-03-13 17:51:09.554,node_1_phone,192.168.1.20,wifi,UP,6.77,0
2026-03-13 17:51:14.777,node_1_phone,192.168.1.20,wifi,DEGRADED,93.046,0
2026-03-13 17:51:20.026,node_1_phone,192.168.1.20,wifi,DEGRADED,67.806,0
2026-03-13 17:51:25.176,node_1_phone,192.168.1.20,wifi,UP,7.213,0
2026-03-13 17:51:30.415,node_1_phone,192.168.1.20,wifi,UP,6.7,0
2026-03-13 17:51:35.620,node_1_phone,192.168.1.20,wifi,UP,8.314,0
2026-03-13 17:51:40.844,node_1_phone,192.168.1.20,wifi,UP,7.228,0
2026-03-13 17:51:46.074,node_1_phone,192.168.1.20,wifi,UP,20.083,0
2026-03-13 17:51:51.500,node_1_phone,192.168.1.20,wifi,DEGRADED,197.607,0
2026-03-13 17:51:56.827,node_1_phone,192.168.1.20,wifi,DEGRADED,187.041,0
2026-03-13 17:52:02.051,node_1_phone,192.168.1.20,wifi,DEGRADED,49.798,0
2026-03-13 17:52:07.238,node_1_phone,192.168.1.20,wifi,DEGRADED,41.181,0
2026-03-13 17:52:12.493,node_1_phone,192.168.1.20,wifi,DEGRADED,90.247,0
2026-03-13 17:52:17.715,node_1_phone,192.168.1.20,wifi,DEGRADED,74.15,0
2026-03-13 17:52:23.019,node_1_phone,192.168.1.20,wifi,DEGRADED,127.002,0
2026-03-13 17:52:28.265,node_1_phone,192.168.1.20,wifi,DEGRADED,99.238,0
2026-03-13 17:52:33.488,node_1_phone,192.168.1.20,wifi,DEGRADED,79.087,0
2026-03-13 17:52:38.706,node_1_phone,192.168.1.20,wifi,DEGRADED,74.259,0
2026-03-13 17:52:43.930,node_1_phone,192.168.1.20,wifi,DEGRADED,77.422,0
2026-03-13 17:52:49.257,node_1_phone,192.168.1.20,wifi,DEGRADED,182.999,0
2026-03-13 17:52:54.407,node_1_phone,192.168.1.20,wifi,UP,6.752,0
2026-03-13 17:52:59.702,node_1_phone,192.168.1.20,wifi,DEGRADED,139.963,0
2026-03-13 17:53:04.882,node_1_phone,192.168.1.20,wifi,DEGRADED,37.513,0
2026-03-13 17:53:10.146,node_1_phone,192.168.1.20,wifi,DEGRADED,77.67,0
2026-03-13 17:53:15.373,node_1_phone,192.168.1.20,wifi,DEGRADED,80.937,0
2026-03-13 17:53:20.693,node_1_phone,192.168.1.20,wifi,DEGRADED,175.171,0
2026-03-13 17:53:25.914,node_1_phone,192.168.1.20,wifi,DEGRADED,78.003,0
2026-03-13 17:53:31.097,node_1_phone,192.168.1.20,wifi,UP,25.961,0
2026-03-13 17:53:36.363,node_1_phone,192.168.1.20,wifi,DEGRADED,124.391,0
2026-03-13 17:53:41.588,node_1_phone,192.168.1.20,wifi,DEGRADED,81.262,0
2026-03-13 17:53:54.910,node_1_phone,192.168.1.20,wifi,DEGRADED,31.06,0
2026-03-13 17:54:00.071,node_1_phone,192.168.1.20,wifi,UP,14.938,0
2026-03-13 17:54:05.231,node_1_phone,192.168.1.20,wifi,UP,14.427,0
2026-03-13 17:54:10.428,node_1_phone,192.168.1.20,wifi,DEGRADED,36.13,0
2026-03-13 17:54:15.687,node_1_phone,192.168.1.20,wifi,DEGRADED,115.515,0
2026-03-13 17:54:21.009,node_1_phone,192.168.1.20,wifi,DEGRADED,162.569,0
2026-03-13 17:54:26.164,node_1_phone,192.168.1.20,wifi,UP,7.316,0
2026-03-13 17:54:31.452,node_1_phone,192.168.1.20,wifi,DEGRADED,146.059,0
2026-03-13 17:54:36.685,node_1_phone,192.168.1.20,wifi,DEGRADED,71.932,0
2026-03-13 17:54:41.899,node_1_phone,192.168.1.20,wifi,DEGRADED,71.493,0
2026-03-13 17:54:47.221,node_1_phone,192.168.1.20,wifi,DEGRADED,170.093,0
2026-03-13 17:54:52.447,node_1_phone,192.168.1.20,wifi,DEGRADED,83.037,0
2026-03-13 17:54:57.615,node_1_phone,192.168.1.20,wifi,UP,21.897,0
2026-03-13 17:55:02.890,node_1_phone,192.168.1.20,wifi,DEGRADED,136.008,0
2026-03-13 17:55:08.100,node_1_phone,192.168.1.20,wifi,DEGRADED,46.104,0
2026-03-13 17:55:13.436,node_1_phone,192.168.1.20,wifi,DEGRADED,188.276,0
2026-03-13 17:55:18.669,node_1_phone,192.168.1.20,wifi,DEGRADED,83.056,0
2026-03-13 17:55:23.882,node_1_phone,192.168.1.20,wifi,DEGRADED,51.283,0
2026-03-13 17:55:29.105,node_1_phone,192.168.1.20,wifi,DEGRADED,71.887,0
2026-03-13 17:55:34.330,node_1_phone,192.168.1.20,wifi,DEGRADED,62.402,0
2026-03-13 17:55:39.651,node_1_phone,192.168.1.20,wifi,DEGRADED,164.142,0
2026-03-13 17:55:44.875,node_1_phone,192.168.1.20,wifi,DEGRADED,94.548,0
2026-03-13 17:55:50.097,node_1_phone,192.168.1.20,wifi,DEGRADED,76.434,0
2026-03-13 17:55:55.285,node_1_phone,192.168.1.20,wifi,DEGRADED,43.912,0
2026-03-13 17:56:00.531,node_1_phone,192.168.1.20,wifi,DEGRADED,98.615,0
2026-03-13 17:56:05.868,node_1_phone,192.168.1.20,wifi,DEGRADED,189.301,0
2026-03-13 17:56:11.045,node_1_phone,192.168.1.20,wifi,UP,14.465,0
2026-03-13 17:56:16.311,node_1_phone,192.168.1.20,wifi,DEGRADED,99.24,0
2026-03-13 17:56:21.502,node_1_phone,192.168.1.20,wifi,UP,8.187,0
2026-03-13 17:56:26.755,node_1_phone,192.168.1.20,wifi,DEGRADED,109.667,0
2026-03-13 17:56:32.083,node_1_phone,192.168.1.20,wifi,DEGRADED,173.576,0
